datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-09 21:00:00,135.062,16.344,14415.42,565.0,0.0,169.0,363.0
2007-02-09 22:00:00,230.146,7.0280000000000005,14373.38,966.8,0.0,1785.0,1004.0
2007-02-09 23:00:00,37.24,10.914,14696.24,159.8,0.0,98.0,0.0
2007-02-10 00:00:00,22.336,6.246,14587.82,98.4,0.0,46.0,0.0
2007-02-10 01:00:00,19.4,3.744,14574.13,85.2,0.0,10.0,0.0
2007-02-10 02:00:00,22.546,9.026,14638.63,102.2,0.0,61.0,0.0
2007-02-10 03:00:00,20.088,4.022,14665.92,88.0,0.0,10.0,0.0
2007-02-10 04:00:00,20.258,4.964,14580.13,90.0,0.0,14.0,0.0
2007-02-10 05:00:00,21.202,7.098,14534.0,95.4,0.0,57.0,0.0
2007-02-10 06:00:00,53.276,3.86,14532.95,222.4,0.0,2.0,564.0
2007-02-10 07:00:00,88.058,6.276,14468.460000000001,371.4,0.0,8.0,74.0
2007-02-10 08:00:00,100.026,7.334,14497.7,416.0,513.0,39.0,0.0
2007-02-10 09:00:00,107.824,5.606,14375.91,453.0,522.0,9.0,0.0
2007-02-10 10:00:00,136.122,10.486,14158.93,578.0,0.0,413.0,760.0
2007-02-10 11:00:00,153.142,9.536,14202.16,648.6,0.0,800.0,1031.0
2007-02-10 12:00:00,167.396,9.394,14239.22,709.6,0.0,1135.0,1036.0
2007-02-10 13:00:00,122.11,12.342,14502.5,510.6,257.0,74.0,1074.0
2007-02-10 14:00:00,124.182,5.786,14409.03,516.4,636.0,3.0,1061.0
2007-02-10 15:00:00,90.632,7.174,14511.96,371.0,0.0,38.0,1075.0
2007-02-10 16:00:00,90.016,6.76,14497.71,369.6,0.0,11.0,1073.0
2007-02-10 17:00:00,108.124,7.934,14350.05,454.8,0.0,0.0,1052.0
2007-02-10 18:00:00,210.958,11.904,14164.36,893.2,0.0,45.0,1026.0
2007-02-10 19:00:00,282.688,16.266,14016.93,1211.4,1192.0,0.0,1005.0
2007-02-10 20:00:00,244.184,16.584,14150.63,1043.4,1208.0,0.0,1024.0
2007-02-10 21:00:00,153.62800000000001,9.494,14266.15,643.2,4.0,39.0,1040.0
2007-02-10 22:00:00,281.43,4.52,14268.1,1186.6,739.0,0.0,1040.0
2007-02-10 23:00:00,189.702,6.618,14459.65,799.0,0.0,17.0,470.0
2007-02-11 00:00:00,139.48,5.94,14469.31,592.0,0.0,31.0,0.0
2007-02-11 01:00:00,120.012,4.184,14331.3,522.6,0.0,0.0,0.0
2007-02-11 02:00:00,118.11,6.998,14443.48,512.2,0.0,25.0,0.0
2007-02-11 03:00:00,117.092,4.802,14494.71,513.0,0.0,15.0,0.0
2007-02-11 04:00:00,124.55799999999999,4.114,14395.38,543.6,0.0,0.0,166.0
2007-02-11 05:00:00,163.946,7.624,14377.11,705.2,0.0,46.0,549.0
2007-02-11 06:00:00,150.806,4.402,14339.3,641.2,0.0,3.0,0.0
2007-02-11 07:00:00,144.502,4.558,14417.96,613.0,0.0,0.0,0.0
2007-02-11 08:00:00,159.248,7.7540000000000004,14409.59,671.0,0.0,43.0,0.0
2007-02-11 09:00:00,160.856,13.038,14257.45,685.4,0.0,0.0,639.0
2007-02-11 10:00:00,126.052,8.332,14191.85,540.8,0.0,0.0,465.0
2007-02-11 11:00:00,206.392,18.758,14480.460000000001,864.8,0.0,427.0,915.0
2007-02-11 12:00:00,227.476,18.558,14368.28,957.4,1151.0,127.0,1055.0
2007-02-11 13:00:00,178.428,16.944,14502.02,745.8,160.0,1008.0,1073.0
2007-02-11 14:00:00,205.868,13.693999999999999,14405.34,864.0,527.0,1417.0,1060.0
2007-02-11 15:00:00,176.068,9.196,14459.77,741.6,592.0,1424.0,402.0
2007-02-11 16:00:00,26.31,11.206,14562.33,118.60000000000001,0.0,90.0,0.0
2007-02-11 17:00:00,91.972,4.064,14290.89,391.6,0.0,11.0,535.0
2007-02-11 18:00:00,181.606,6.584,14091.78,771.2,0.0,7.0,1015.0
2007-02-11 19:00:00,209.088,12.83,14008.49,898.2,0.0,44.0,1004.0
2007-02-11 20:00:00,189.72,4.214,14269.96,798.2,0.0,0.0,1041.0
2007-02-11 21:00:00,157.966,7.0680000000000005,14364.61,659.6,0.0,24.0,1054.0
2007-02-11 22:00:00,110.57,5.542,14458.64,457.6,0.0,23.0,1068.0
2007-02-11 23:00:00,85.102,3.91,14498.84,350.0,0.0,0.0,1073.0
2007-02-12 00:00:00,86.162,7.164,14491.54,354.6,0.0,40.0,1072.0
2007-02-12 01:00:00,27.082,3.056,14475.97,119.2,0.0,7.0,150.0
2007-02-12 02:00:00,19.942,5.436,14569.88,92.0,0.0,0.0,0.0
2007-02-12 03:00:00,20.786,6.856,14494.58,94.6,0.0,46.0,0.0
2007-02-12 04:00:00,18.09,2.906,14379.51,82.8,0.0,0.0,0.0
2007-02-12 05:00:00,19.0,4.294,14386.55,89.0,0.0,0.0,0.0
2007-02-12 06:00:00,108.81,6.144,14471.27,457.2,0.0,42.0,711.0
2007-02-12 07:00:00,147.958,4.698,14366.9,615.2,8.0,0.0,1055.0
2007-02-12 08:00:00,130.32,5.724,14376.07,541.4,537.0,25.0,1055.0
2007-02-12 09:00:00,119.60000000000001,6.5040000000000004,14282.73,501.8,613.0,23.0,1043.0
2007-02-12 10:00:00,80.502,3.042,14231.93,337.2,0.0,0.0,1035.0
2007-02-12 11:00:00,82.538,5.432,14266.11,345.6,0.0,35.0,1040.0
2007-02-12 12:00:00,55.294,6.332,14504.69,233.0,0.0,7.0,580.0
2007-02-12 13:00:00,43.702,10.67,14524.66,201.4,0.0,0.0,0.0
2007-02-12 14:00:00,78.538,7.548,14643.87,326.6,0.0,48.0,831.0
2007-02-12 15:00:00,83.328,4.426,14503.96,341.8,0.0,0.0,1074.0
2007-02-12 16:00:00,46.232,2.896,14443.99,192.4,0.0,0.0,379.0
2007-02-12 17:00:00,43.306,6.306,14296.58,180.4,0.0,41.0,0.0
2007-02-12 18:00:00,61.402,4.458,14237.22,255.8,0.0,0.0,0.0
2007-02-12 19:00:00,135.338,10.306000000000001,14091.53,579.8,0.0,19.0,0.0
2007-02-12 20:00:00,216.334,4.784,14116.35,919.2,481.0,27.0,652.0
2007-02-12 21:00:00,141.248,3.248,14283.3,592.6,71.0,0.0,208.0
2007-02-12 22:00:00,56.9,9.92,14615.78,245.6,517.0,33.0,0.0
2007-02-12 23:00:00,55.198,4.554,14686.869999999999,225.8,0.0,6.0,632.0
2007-02-13 00:00:00,16.552,4.12,14647.99,72.39999999999999,0.0,0.0,0.0
2007-02-13 01:00:00,19.092,7.6979999999999995,14486.48,87.2,0.0,39.0,0.0
2007-02-13 02:00:00,17.332,3.8240000000000003,14616.33,75.2,0.0,0.0,0.0
2007-02-13 03:00:00,17.816,5.8,14611.37,78.8,0.0,15.0,0.0
2007-02-13 04:00:00,16.766,4.624,14513.68,74.2,0.0,24.0,0.0
2007-02-13 05:00:00,17.124,4.856,14528.36,76.39999999999999,0.0,0.0,0.0
2007-02-13 06:00:00,56.658,7.834,14559.14,243.0,0.0,38.0,0.0
2007-02-13 07:00:00,100.378,3.964,14368.78,418.2,0.0,0.0,779.0
2007-02-13 08:00:00,61.234,4.716,14410.57,256.0,0.0,5.0,426.0
2007-02-13 09:00:00,31.678,6.232,14414.1,132.0,0.0,34.0,0.0
2007-02-13 10:00:00,29.736,3.666,14328.72,126.0,0.0,0.0,0.0
2007-02-13 11:00:00,34.924,6.01,14418.710000000001,145.8,0.0,39.0,0.0
2007-02-13 12:00:00,31.84,5.128,14572.04,133.0,0.0,0.0,0.0
2007-02-13 13:00:00,19.332,3.9,14629.45,81.0,0.0,0.0,0.0
2007-02-13 14:00:00,46.066,7.168,14717.81,188.2,0.0,38.0,0.0
2007-02-13 15:00:00,26.412,4.918,14593.81,110.2,0.0,0.0,0.0
2007-02-13 16:00:00,74.566,5.53,14476.59,309.8,0.0,31.0,819.0
2007-02-13 17:00:00,89.756,4.27,14371.24,371.4,0.0,7.0,1055.0
2007-02-13 18:00:00,134.792,3.554,14197.59,567.2,0.0,0.0,1030.0
2007-02-13 19:00:00,147.578,12.62,14115.33,632.6,0.0,581.0,440.0
2007-02-13 20:00:00,86.396,3.556,14282.97,366.2,0.0,5.0,211.0
2007-02-13 21:00:00,212.718,8.096,14230.46,902.0,0.0,1832.0,553.0
2007-02-13 22:00:00,52.008,9.036,14542.9,219.4,0.0,102.0,14.0
2007-02-13 23:00:00,73.792,3.5580000000000003,14645.85,300.8,0.0,38.0,929.0
2007-02-14 00:00:00,20.848,10.38,14675.45,94.6,0.0,62.0,0.0
2007-02-14 01:00:00,17.036,4.378,14586.71,74.2,0.0,11.0,0.0
2007-02-14 02:00:00,17.404,4.886,14657.8,77.2,0.0,10.0,0.0
2007-02-14 03:00:00,19.216,7.859999999999999,14559.75,88.6,0.0,58.0,0.0
2007-02-14 04:00:00,17.196,4.298,14475.65,75.6,0.0,10.0,0.0
2007-02-14 05:00:00,17.35,5.264,14481.35,77.4,0.0,19.0,0.0
2007-02-14 06:00:00,98.108,6.896,14627.59,409.8,0.0,31.0,619.0
2007-02-14 07:00:00,162.99,5.702,14300.56,682.2,18.0,0.0,1045.0
2007-02-14 08:00:00,152.918,7.906,14273.88,643.0,559.0,32.0,1041.0
2007-02-14 09:00:00,114.36,5.486,14311.69,478.0,561.0,10.0,1047.0
2007-02-14 10:00:00,79.536,3.046,14356.83,327.6,0.0,0.0,1053.0
2007-02-14 11:00:00,114.604,17.372,14477.81,480.8,0.0,178.0,1070.0
2007-02-14 12:00:00,207.076,17.96,14483.52,865.6,980.0,196.0,1071.0
2007-02-14 13:00:00,149.382,8.964,14470.54,619.8,111.0,0.0,1069.0
2007-02-14 14:00:00,145.814,9.266,14569.41,597.6,0.0,47.0,1084.0
2007-02-14 15:00:00,261.848,7.524,14396.08,1091.8,0.0,1897.0,1058.0
2007-02-14 16:00:00,130.862,12.798,14443.49,554.8,0.0,1065.0,93.0
2007-02-14 17:00:00,58.714,6.71,14445.26,244.4,0.0,22.0,0.0
2007-02-14 18:00:00,144.99,7.862,14086.82,616.0,0.0,7.0,0.0
2007-02-14 19:00:00,139.784,18.444,14133.289999999999,599.8,0.0,69.0,0.0
2007-02-14 20:00:00,109.19,6.728,14146.92,468.4,22.0,0.0,389.0
2007-02-14 21:00:00,203.842,4.104,14039.29,871.0,511.0,0.0,940.0
2007-02-14 22:00:00,95.2,11.076,14513.83,404.6,533.0,43.0,0.0
2007-02-14 23:00:00,20.404,7.596,14627.04,91.0,0.0,26.0,0.0
2007-02-15 00:00:00,25.202,4.066,14476.33,106.6,0.0,0.0,0.0
2007-02-15 01:00:00,24.262,4.802,14449.6,104.60000000000001,0.0,0.0,0.0
2007-02-15 02:00:00,21.882,9.934,14612.11,99.6,0.0,64.0,0.0
2007-02-15 03:00:00,18.868,4.53,14609.26,84.6,0.0,0.0,0.0
2007-02-15 04:00:00,17.546,2.758,14501.66,76.6,0.0,0.0,0.0
2007-02-15 05:00:00,64.068,7.882,14465.54,268.8,0.0,37.0,712.0
2007-02-15 06:00:00,101.194,5.414,14538.46,423.2,0.0,24.0,619.0
2007-02-15 07:00:00,139.79,5.4879999999999995,14334.6,583.4,0.0,0.0,1050.0
2007-02-15 08:00:00,87.024,4.606,14345.82,360.0,0.0,0.0,1052.0
2007-02-15 09:00:00,86.068,9.834,14404.84,358.0,0.0,60.0,1060.0
2007-02-15 10:00:00,82.182,3.948,14372.35,338.8,0.0,0.0,1055.0
2007-02-15 11:00:00,82.986,4.522,14420.2,341.8,0.0,0.0,1062.0
2007-02-15 12:00:00,85.418,7.838,14457.58,351.6,0.0,37.0,1068.0
2007-02-15 13:00:00,64.03,6.098,14479.04,266.8,0.0,25.0,737.0
2007-02-15 14:00:00,19.606,5.3260000000000005,14675.6,88.2,0.0,0.0,0.0
2007-02-15 15:00:00,19.266000000000002,4.87,14617.18,85.8,0.0,0.0,0.0
2007-02-15 16:00:00,27.632,11.328,14480.06,129.2,0.0,62.0,0.0
2007-02-15 17:00:00,24.928,3.0100000000000002,14405.97,120.2,0.0,0.0,0.0
2007-02-15 18:00:00,106.652,6.832,14159.46,459.0,0.0,419.0,351.0
2007-02-15 19:00:00,246.648,19.868,14151.05,1050.0,0.0,1096.0,1024.0
2007-02-15 20:00:00,217.066,15.146,14201.76,920.4,0.0,433.0,1031.0
2007-02-15 21:00:00,177.738,3.296,14227.12,749.1999999999999,0.0,36.0,1034.0
2007-02-15 22:00:00,145.448,4.206,14537.0,602.0,0.0,4.0,1079.0
2007-02-15 23:00:00,99.842,10.362,14641.09,412.8,0.0,66.0,1094.0
2007-02-16 00:00:00,93.732,3.562,14504.43,388.2,0.0,0.0,1075.0
2007-02-16 01:00:00,49.552,3.578,14630.44,215.79999999999998,0.0,0.0,349.0
2007-02-16 02:00:00,31.864,8.758000000000001,14791.0,148.4,0.0,38.0,0.0
2007-02-16 03:00:00,30.038,6.3100000000000005,14787.07,140.8,0.0,28.0,0.0
2007-02-16 04:00:00,29.422,4.7540000000000004,14572.38,137.4,0.0,0.0,0.0
2007-02-16 05:00:00,34.934,2.678,14512.25,158.6,0.0,0.0,42.0
2007-02-16 06:00:00,199.588,10.568,14490.37,830.4,586.0,63.0,1073.0
2007-02-16 07:00:00,145.192,4.808,14560.97,598.4,562.0,0.0,70.0
2007-02-16 08:00:00,20.1,4.352,14396.91,89.4,0.0,0.0,0.0
2007-02-16 09:00:00,20.637999999999998,6.744,14301.59,95.2,0.0,21.0,0.0
2007-02-16 10:00:00,21.318,8.426,14375.36,96.4,0.0,42.0,0.0
2007-02-16 11:00:00,59.362,3.798,14315.52,250.20000000000002,0.0,0.0,676.0
2007-02-16 12:00:00,19.964,5.05,14393.2,89.2,0.0,0.0,9.0
2007-02-16 13:00:00,21.896,9.28,14397.14,101.8,0.0,50.0,0.0
2007-02-16 14:00:00,19.746000000000002,5.836,14572.22,88.0,0.0,14.0,0.0
2007-02-16 15:00:00,19.514,5.144,14610.5,89.2,0.0,0.0,0.0
2007-02-16 16:00:00,20.556,6.03,14525.42,93.0,0.0,10.0,0.0
2007-02-16 17:00:00,24.766,10.518,14471.03,114.4,0.0,56.0,0.0
2007-02-16 18:00:00,84.608,5.65,14201.68,365.8,0.0,0.0,188.0
2007-02-16 19:00:00,187.784,6.412,14120.21,795.2,0.0,42.0,1019.0
2007-02-16 20:00:00,169.584,10.298,14121.56,721.6,0.0,467.0,1020.0
2007-02-16 21:00:00,167.708,9.718,14245.04,704.0,0.0,21.0,1037.0
2007-02-16 22:00:00,122.198,3.95,14387.87,508.4,0.0,0.0,1058.0
2007-02-16 23:00:00,108.464,5.464,14498.0,447.2,0.0,7.0,1073.0
2007-02-17 00:00:00,90.818,9.81,14442.89,374.4,0.0,60.0,1065.0
2007-02-17 01:00:00,67.122,3.676,14442.75,277.4,0.0,0.0,837.0
2007-02-17 02:00:00,17.232,4.576,14574.789999999999,74.6,0.0,0.0,0.0
2007-02-17 03:00:00,19.428,8.342,14524.33,89.2,0.0,44.0,0.0
2007-02-17 04:00:00,18.86,7.466,14431.46,87.0,0.0,23.0,0.0
2007-02-17 05:00:00,28.792,2.786,14427.51,120.4,0.0,0.0,0.0
2007-02-17 06:00:00,29.228,5.194,14621.66,121.60000000000001,0.0,0.0,0.0
2007-02-17 07:00:00,58.402,10.82,14601.59,251.0,0.0,67.0,0.0
2007-02-17 08:00:00,156.62,8.598,14437.92,652.2,0.0,927.0,961.0
2007-02-17 09:00:00,123.926,5.484,14344.13,521.2,0.0,686.0,1051.0
2007-02-17 10:00:00,48.812,9.092,14241.61,210.0,0.0,89.0,451.0
2007-02-17 11:00:00,17.168,4.092,14250.37,76.0,0.0,9.0,0.0
2007-02-17 12:00:00,26.838,10.926,14314.11,121.2,0.0,10.0,0.0
2007-02-17 13:00:00,136.214,22.12,14349.05,580.8,542.0,80.0,743.0
2007-02-17 14:00:00,97.008,10.772,14439.57,407.6,558.0,18.0,190.0
2007-02-17 15:00:00,108.13,22.052,14306.52,465.0,0.0,9.0,682.0
2007-02-17 16:00:00,34.14,15.816,14435.46,156.6,0.0,42.0,60.0
2007-02-17 17:00:00,26.196,11.582,14358.41,122.0,0.0,50.0,0.0
2007-02-17 18:00:00,65.824,5.75,14221.14,282.0,0.0,0.0,101.0
2007-02-17 19:00:00,161.666,16.637999999999998,14094.04,687.4,0.0,4.0,1016.0
2007-02-17 20:00:00,112.444,18.116,14260.32,475.6,0.0,63.0,0.0
2007-02-17 21:00:00,165.034,14.436,14177.619999999999,701.4,665.0,0.0,0.0
2007-02-17 22:00:00,230.896,3.94,14145.89,974.4,0.0,0.0,0.0
2007-02-17 23:00:00,236.114,6.884,14171.95,997.0,0.0,45.0,0.0
2007-02-18 00:00:00,267.9,9.734,14345.97,1119.6,635.0,22.0,773.0
2007-02-18 01:00:00,233.302,6.238,14353.19,973.0,631.0,0.0,898.0
2007-02-18 02:00:00,144.84,6.73,14536.39,594.4,1.0,9.0,0.0
2007-02-18 03:00:00,82.522,11.154,14572.74,347.8,0.0,56.0,0.0
2007-02-18 04:00:00,18.286,6.7,14586.51,82.0,0.0,0.0,0.0
2007-02-18 05:00:00,50.56,5.83,14549.82,218.0,0.0,0.0,0.0
2007-02-18 06:00:00,215.416,8.796,14373.75,897.6,0.0,49.0,550.0
2007-02-18 07:00:00,145.436,6.756,14394.57,603.2,0.0,16.0,9.0
2007-02-18 08:00:00,203.758,4.104,14320.55,851.2,0.0,0.0,493.0
2007-02-18 09:00:00,205.356,5.748,14295.18,857.6,0.0,19.0,1044.0
2007-02-18 10:00:00,252.034,7.452,14192.93,1063.6,299.0,435.0,1030.0
2007-02-18 11:00:00,147.384,6.26,14346.03,618.6,671.0,0.0,1051.0
2007-02-18 12:00:00,219.656,7.064,14214.99,931.0,0.0,2197.0,1033.0
2007-02-18 13:00:00,200.216,16.994,14319.43,854.8,0.0,1478.0,1047.0
2007-02-18 14:00:00,212.756,16.6,14455.94,893.8,0.0,1886.0,1067.0
2007-02-18 15:00:00,98.838,7.89,14443.3,412.6,0.0,92.0,1064.0
2007-02-18 16:00:00,129.682,10.42,14402.7,552.2,0.0,1347.0,240.0
2007-02-18 17:00:00,128.56,19.106,14154.56,557.0,559.0,87.0,696.0
2007-02-18 18:00:00,204.082,23.722,14022.82,890.2,1223.0,45.0,149.0
2007-02-18 19:00:00,236.762,17.474,14169.67,1009.8,1119.0,9.0,766.0
2007-02-18 20:00:00,204.052,13.632,14148.380000000001,870.6,451.0,46.0,1023.0
2007-02-18 21:00:00,157.7,11.034,14204.55,671.0,518.0,71.0,196.0
2007-02-18 22:00:00,47.454,12.998000000000001,14467.89,205.4,0.0,70.0,0.0
2007-02-18 23:00:00,23.21,13.086,14534.1,109.0,0.0,69.0,0.0
2007-02-19 00:00:00,22.0,11.828,14592.87,101.8,0.0,68.0,0.0
2007-02-19 01:00:00,50.492,7.894,14448.57,214.0,0.0,31.0,505.0
2007-02-19 02:00:00,18.226,4.722,14600.64,79.0,0.0,0.0,0.0
2007-02-19 03:00:00,21.15,9.192,14581.34,97.0,0.0,38.0,0.0
2007-02-19 04:00:00,19.99,8.234,14496.84,90.8,0.0,48.0,0.0
2007-02-19 05:00:00,18.738,5.406,14437.62,83.0,0.0,0.0,0.0
2007-02-19 06:00:00,83.514,4.73,14562.960000000001,349.0,0.0,3.0,639.0
2007-02-19 07:00:00,116.868,11.558,14273.81,490.0,0.0,71.0,1041.0
2007-02-19 08:00:00,97.434,7.09,14272.16,407.0,0.0,0.0,1041.0
2007-02-19 09:00:00,81.282,3.61,14237.39,338.8,0.0,0.0,1036.0
2007-02-19 10:00:00,85.546,7.936,14164.83,360.6,0.0,48.0,1025.0
2007-02-19 11:00:00,83.974,4.628,14306.47,348.4,0.0,24.0,1046.0
2007-02-19 12:00:00,108.43,6.522,14334.36,452.8,0.0,0.0,1049.0
2007-02-19 13:00:00,59.278,5.128,14437.06,248.0,0.0,10.0,672.0
2007-02-19 14:00:00,20.74,11.462,14585.83,95.4,0.0,64.0,0.0
2007-02-19 15:00:00,17.792,5.852,14665.47,77.0,0.0,0.0,0.0
2007-02-19 16:00:00,19.701999999999998,4.292,14636.84,86.2,0.0,0.0,0.0
2007-02-19 17:00:00,34.756,8.084,14489.04,147.6,0.0,41.0,99.0
2007-02-19 18:00:00,204.64,7.86,14027.21,876.0,0.0,646.0,1007.0
2007-02-19 19:00:00,255.814,13.438,13871.68,1111.2,473.0,540.0,985.0
2007-02-19 20:00:00,238.404,11.61,14070.210000000001,1019.8,13.0,1153.0,1012.0
2007-02-19 21:00:00,219.472,4.188,14215.94,928.6,875.0,75.0,1033.0
2007-02-19 22:00:00,158.3,1.262,14417.69,658.0,273.0,10.0,895.0
2007-02-19 23:00:00,150.072,10.058,14570.17,616.8,0.0,30.0,0.0
2007-02-20 00:00:00,149.324,9.676,14500.67,614.8,0.0,61.0,0.0
2007-02-20 01:00:00,143.788,4.118,14464.13,591.6,0.0,10.0,0.0
2007-02-20 02:00:00,146.674,3.536,14574.35,599.8,0.0,10.0,0.0
2007-02-20 03:00:00,170.84,11.056,14440.16,706.2,0.0,78.0,371.0
2007-02-20 04:00:00,159.976,2.58,14360.16,665.0,0.0,0.0,329.0
2007-02-20 05:00:00,141.808,4.016,14363.7,588.0,0.0,0.0,0.0
2007-02-20 06:00:00,171.522,7.722,14444.7,711.8,0.0,42.0,95.0
2007-02-20 07:00:00,264.996,5.754,14206.96,1116.6,0.0,23.0,1032.0
2007-02-20 08:00:00,208.936,4.284,14249.72,876.0,0.0,0.0,1037.0
2007-02-20 09:00:00,160.18,4.658,14229.18,673.2,0.0,13.0,1015.0
2007-02-20 10:00:00,106.012,9.982,14285.85,444.4,0.0,52.0,1043.0
2007-02-20 11:00:00,101.118,3.6100000000000003,14447.2,416.8,0.0,0.0,1066.0
2007-02-20 12:00:00,98.288,9.778,14494.69,410.8,1.0,0.0,1072.0
2007-02-20 13:00:00,116.932,10.138,14325.65,490.0,502.0,58.0,1049.0
2007-02-20 14:00:00,93.836,4.87,14488.32,390.6,581.0,8.0,641.0
2007-02-20 15:00:00,22.87,7.632,14585.39,103.8,0.0,0.0,0.0
2007-02-20 16:00:00,25.582,8.272,14574.05,117.4,0.0,41.0,0.0
2007-02-20 17:00:00,25.992,7.894,14522.51,115.8,0.0,0.0,0.0
2007-02-20 18:00:00,60.078,8.328,14283.27,256.0,0.0,116.0,0.0
2007-02-20 19:00:00,121.872,12.22,14172.02,516.8,0.0,528.0,0.0
2007-02-20 20:00:00,264.282,11.5,14108.74,1129.0,22.0,1808.0,855.0
2007-02-20 21:00:00,168.236,14.728,14233.03,719.2,454.0,700.0,108.0
2007-02-20 22:00:00,119.634,9.372,14481.37,498.6,498.0,149.0,0.0
2007-02-20 23:00:00,107.152,11.434,14570.42,450.4,0.0,1494.0,0.0
2007-02-21 00:00:00,19.174,6.3,14621.96,84.39999999999999,0.0,37.0,0.0
2007-02-21 01:00:00,18.26,5.196,14445.49,79.0,0.0,30.0,0.0
2007-02-21 02:00:00,56.11,5.58,14600.58,232.2,0.0,42.0,632.0
2007-02-21 03:00:00,18.446,6.08,14601.04,83.4,0.0,10.0,0.0
2007-02-21 04:00:00,18.506,6.506,14510.66,83.6,0.0,49.0,0.0
2007-02-21 05:00:00,16.592,3.568,14441.39,71.6,0.0,10.0,0.0
2007-02-21 06:00:00,36.916,7.632,14449.37,164.2,0.0,47.0,83.0
2007-02-21 07:00:00,125.744,3.964,14329.28,525.6,0.0,2.0,1049.0
2007-02-21 08:00:00,85.944,5.554,14308.55,355.4,0.0,11.0,1046.0
2007-02-21 09:00:00,80.29,5.304,14271.07,334.2,0.0,25.0,1041.0
2007-02-21 10:00:00,85.326,5.89,14332.55,352.8,0.0,0.0,1049.0
2007-02-21 11:00:00,41.86,6.012,14371.68,175.2,0.0,36.0,290.0
2007-02-21 12:00:00,48.262,10.63,14438.56,217.0,0.0,0.0,0.0
2007-02-21 13:00:00,26.142,9.002,14541.4,116.8,0.0,36.0,0.0
2007-02-21 14:00:00,20.19,4.438,14656.19,88.8,0.0,1.0,4.0
2007-02-21 15:00:00,102.038,7.336,14537.09,420.2,0.0,9.0,1081.0
2007-02-21 16:00:00,109.698,10.342,14501.08,452.4,0.0,28.0,1073.0
2007-02-21 17:00:00,122.30199999999999,7.444,14394.33,510.2,357.0,13.0,1058.0
2007-02-21 18:00:00,171.554,10.118,14237.22,727.8,496.0,496.0,319.0
2007-02-21 19:00:00,181.25,14.516,14205.72,772.2,0.0,656.0,0.0
2007-02-21 20:00:00,240.968,26.918,14159.43,1040.2,1175.0,716.0,166.0
2007-02-21 21:00:00,126.788,5.54,14274.99,538.0,619.0,37.0,540.0
2007-02-21 22:00:00,159.688,7.102,14451.32,661.0,415.0,24.0,1031.0
2007-02-21 23:00:00,160.826,8.898,14582.84,661.0,465.0,17.0,1086.0
2007-02-22 00:00:00,119.266,3.554,14410.34,497.6,120.0,0.0,98.0
2007-02-22 01:00:00,140.704,5.694,14328.15,585.4,0.0,35.0,0.0
2007-02-22 02:00:00,140.904,2.97,14443.98,579.8000000000001,0.0,0.0,0.0
2007-02-22 03:00:00,142.424,6.654,14403.58,589.2,0.0,36.0,0.0
2007-02-22 04:00:00,137.932,4.09,14343.84,573.4,0.0,0.0,0.0
2007-02-22 05:00:00,140.902,7.178,14343.02,586.4,0.0,15.0,0.0
2007-02-22 06:00:00,213.054,3.632,14332.24,891.2,0.0,20.0,676.0
2007-02-22 07:00:00,237.812,3.77,14184.01,1003.2,0.0,0.0,1028.0
2007-02-22 08:00:00,210.68,6.188,14303.1,878.8,0.0,35.0,1046.0
2007-02-22 09:00:00,98.1,3.598,14346.15,406.8,0.0,0.0,1051.0
2007-02-22 10:00:00,87.764,5.964,14309.27,365.0,0.0,27.0,1046.0
2007-02-22 11:00:00,91.59,3.154,14339.03,378.2,0.0,8.0,1051.0
2007-02-22 12:00:00,100.508,5.7379999999999995,14385.14,418.2,0.0,0.0,1028.0
2007-02-22 13:00:00,20.488,6.49,14475.86,88.2,0.0,36.0,0.0
2007-02-22 14:00:00,36.496,4.396,14477.04,152.2,0.0,0.0,0.0
2007-02-22 15:00:00,29.274,7.708,14544.69,125.4,0.0,36.0,0.0
2007-02-22 16:00:00,42.46,3.718,14608.33,175.79999999999998,0.0,0.0,0.0
2007-02-22 17:00:00,42.158,4.508,14504.54,173.0,0.0,12.0,0.0
2007-02-22 18:00:00,96.844,10.148,14154.18,411.4,0.0,24.0,195.0
2007-02-22 19:00:00,269.402,12.71,13914.9,1162.6,0.0,400.0,991.0
2007-02-22 20:00:00,207.65,9.424,14070.17,886.0,11.0,84.0,1013.0
2007-02-22 21:00:00,381.832,5.206,13826.59,1662.2,689.0,1964.0,979.0
2007-02-22 22:00:00,206.23187325056742,5.7694573109250245,14181.44796152903,870.3495104508523,591.6649615173493,54.34122062218485,992.0
2007-02-22 23:00:00,177.332,5.94,14389.47,743.8,0.0,1346.0,1057.0
2007-02-23 00:00:00,61.016,6.402,14418.98,251.6,0.0,74.0,676.0
2007-02-23 01:00:00,17.778,3.616,14422.38,74.39999999999999,0.0,10.0,0.0
2007-02-23 02:00:00,18.698,6.018,14561.44,82.0,0.0,50.0,0.0
2007-02-23 03:00:00,16.74,3.458,14542.52,71.0,0.0,10.0,0.0
2007-02-23 04:00:00,19.458,6.828,14458.49,86.8,0.0,46.0,0.0
2007-02-23 05:00:00,15.764,2.688,14422.07,67.6,0.0,13.0,0.0
2007-02-23 06:00:00,17.208,3.738,14483.22,73.8,0.0,19.0,0.0
2007-02-23 07:00:00,140.362,7.084,14216.26,596.8,0.0,29.0,545.0
