index,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
82982,27/2/2007,15:02:00,0.224,0,245.35,1,0,0,0.0
82983,27/2/2007,15:03:00,0.224,0,245.53,1,0,0,0.0
82984,27/2/2007,15:04:00,0.224,0,245.41,1,0,0,0.0
82985,27/2/2007,15:05:00,0.224,0,245,1,0,0,0.0
82986,27/2/2007,15:06:00,0.224,0,245.17,1,0,0,0.0
82987,27/2/2007,15:07:00,0.222,0,244.42,1,0,0,0.0
82988,27/2/2007,15:08:00,0.224,0,244.65,1,0,0,0.0
82989,27/2/2007,15:09:00,0.222,0,244.63,1,0,0,0.0
82990,27/2/2007,15:10:00,0.222,0,243.7,0.8,0,0,0.0
82991,27/2/2007,15:11:00,0.222,0,244.66,1,0,0,0.0
82992,27/2/2007,15:12:00,0.222,0,243.95,1,0,0,0.0
82993,27/2/2007,15:13:00,0.222,0,243.77,0.8,0,0,0.0
82994,27/2/2007,15:14:00,0.222,0,243.68,1,0,0,0.0
82995,27/2/2007,15:15:00,0.222,0,244.62,1,0,0,0.0
82996,27/2/2007,15:16:00,0.222,0,244.7,1,0,0,0.0
82997,27/2/2007,15:17:00,0.222,0,244.12,1,0,0,0.0
82998,27/2/2007,15:18:00,0.306,0.098,244.41,1.4,0,0,0.0
82999,27/2/2007,15:19:00,0.296,0.106,244.11,1.2,0,0,0.0
83000,27/2/2007,15:20:00,0.298,0.104,243.87,1.2,0,0,0.0
83001,27/2/2007,15:21:00,0.3,0.11,245,1.2,0,0,0.0
83002,27/2/2007,15:22:00,0.298,0.106,244.48,1.2,0,0,0.0
83003,27/2/2007,15:23:00,0.32,0.12,244.07,1.4,0,0,0.0
83004,27/2/2007,15:24:00,0.406,0.242,243.66,1.8,0,0,0.0
83005,27/2/2007,15:25:00,0.406,0.248,244.73,1.8,0,0,0.0
83006,27/2/2007,15:26:00,0.366,0.194,245.26,1.6,0,0,0.0
83007,27/2/2007,15:27:00,0.328,0.138,244.49,1.4,0,0,0.0
83008,27/2/2007,15:28:00,0.328,0.138,244.51,1.4,0,0,0.0
83009,27/2/2007,15:29:00,0.324,0.136,243.84,1.4,0,0,0.0
83010,27/2/2007,15:30:00,0.322,0.132,243.07,1.4,0,0,0.0
83011,27/2/2007,15:31:00,0.322,0.136,243.81,1.4,0,0,0.0
83012,27/2/2007,15:32:00,0.32,0.134,243.79,1.4,0,0,0.0
83013,27/2/2007,15:33:00,0.318,0.134,243.46,1.4,0,0,0.0
83014,27/2/2007,15:34:00,0.318,0.132,243.17,1.4,0,0,0.0
83015,27/2/2007,15:35:00,0.318,0.134,243.63,1.4,0,0,0.0
83016,27/2/2007,15:36:00,0.316,0.134,243.62,1.4,0,0,0.0
83017,27/2/2007,15:37:00,0.314,0.13,242.84,1.4,0,0,0.0
83018,27/2/2007,15:38:00,0.244,0,244.21,1,0,0,0.0
83019,27/2/2007,15:39:00,0.222,0,244.27,1,0,0,0.0
83020,27/2/2007,15:40:00,0.222,0,243.72,0.8,0,0,0.0
83021,27/2/2007,15:41:00,0.224,0,244.86,1,0,0,0.0
83022,27/2/2007,15:42:00,0.224,0,245.25,1,0,0,0.0
83023,27/2/2007,15:43:00,0.222,0,244.46,1,0,0,0.0
83024,27/2/2007,15:44:00,0.222,0,243.91,0.8,0,0,0.0
83025,27/2/2007,15:45:00,0.222,0,244.63,1,0,0,0.0
83026,27/2/2007,15:46:00,0.222,0,244.38,1,0,0,0.0
83027,27/2/2007,15:47:00,0.222,0,243.72,0.8,0,0,0.0
83028,27/2/2007,15:48:00,0.222,0,244.53,1,0,0,0.0
83029,27/2/2007,15:49:00,0.222,0,244.73,1,0,0,0.0
83030,27/2/2007,15:50:00,0.222,0,244.03,0.8,0,0,0.0
83031,27/2/2007,15:51:00,0.222,0,243.97,1,0,0,0.0
83032,27/2/2007,15:52:00,0.224,0,244.82,1,0,0,0.0
83033,27/2/2007,15:53:00,0.224,0,245.31,1,0,0,0.0
83034,27/2/2007,15:54:00,0.224,0,244.97,1,0,0,0.0
83035,27/2/2007,15:55:00,0.224,0,245.62,1,0,0,0.0
83036,27/2/2007,15:56:00,0.224,0,245.71,1,0,0,0.0
83037,27/2/2007,15:57:00,0.224,0,244.93,1,0,0,0.0
83038,27/2/2007,15:58:00,0.222,0,244.13,1,0,0,0.0
83039,27/2/2007,15:59:00,0.222,0,244.49,1,0,0,0.0
83040,27/2/2007,16:00:00,0.224,0,244.81,1,0,0,0.0
83041,27/2/2007,16:01:00,0.222,0,244.33,1,0,0,0.0
83042,27/2/2007,16:02:00,0.224,0,245.37,1,0,0,0.0
83043,27/2/2007,16:03:00,0.228,0,245.87,1,0,0,0.0
83044,27/2/2007,16:04:00,0.23,0,244.06,1,0,0,0.0
83045,27/2/2007,16:05:00,0.228,0,243.26,1,0,0,0.0
83046,27/2/2007,16:06:00,0.228,0,243.35,1,0,0,0.0
83047,27/2/2007,16:07:00,0.226,0,242.92,1,0,0,0.0
83048,27/2/2007,16:08:00,0.31,0.094,243.08,1.4,0,0,0.0
83049,27/2/2007,16:09:00,0.364,0.172,243.37,1.8,0,0,0.0
83050,27/2/2007,16:10:00,0.41,0.242,243.97,1.8,0,0,0.0
83051,27/2/2007,16:11:00,0.404,0.242,243.81,1.8,0,0,0.0
83052,27/2/2007,16:12:00,0.404,0.246,244.46,1.8,0,0,0.0
83053,27/2/2007,16:13:00,0.4,0.238,243.17,1.8,0,0,0.0
83054,27/2/2007,16:14:00,0.396,0.234,242.61,1.8,0,0,0.0
83055,27/2/2007,16:15:00,0.394,0.236,242.71,1.8,0,0,0.0
83056,27/2/2007,16:16:00,0.346,0.17,243.21,1.6,0,0,0.0
83057,27/2/2007,16:17:00,0.362,0.172,243.86,1.8,0,0,0.0
83058,27/2/2007,16:18:00,0.406,0.264,244.01,2,0,1,0.0
83059,27/2/2007,16:19:00,0.412,0.266,244.47,2,0,1,0.0
83060,27/2/2007,16:20:00,0.408,0.26,243.56,2,0,2,0.0
83061,27/2/2007,16:21:00,0.406,0.26,243.53,2,0,1,0.0
83062,27/2/2007,16:22:00,0.408,0.264,244.2,2,0,1,0.0
83063,27/2/2007,16:23:00,0.39,0.238,244.08,1.8,0,2,0.0
83064,27/2/2007,16:24:00,0.312,0.122,243.8,1.4,0,1,0.0
83065,27/2/2007,16:25:00,0.308,0.122,243.54,1.4,0,2,0.0
83066,27/2/2007,16:26:00,0.306,0.126,244.7,1.4,0,1,0.0
83067,27/2/2007,16:27:00,0.306,0.126,244.79,1.4,0,1,0.0
83068,27/2/2007,16:28:00,0.306,0.126,244.58,1.4,0,2,0.0
83069,27/2/2007,16:29:00,0.308,0.132,245.86,1.4,0,1,0.0
83070,27/2/2007,16:30:00,0.306,0.128,245.16,1.4,0,2,0.0
83071,27/2/2007,16:31:00,0.304,0.124,244.22,1.4,0,1,0.0
83072,27/2/2007,16:32:00,0.302,0.122,243.95,1.2,0,1,0.0
83073,27/2/2007,16:33:00,0.306,0.126,245,1.4,0,2,0.0
83074,27/2/2007,16:34:00,0.31,0.128,245.38,1.4,0,1,0.0
83075,27/2/2007,16:35:00,0.306,0.124,244.29,1.4,0,1,0.0
83076,27/2/2007,16:36:00,0.308,0.13,245.57,1.4,0,2,0.0
83077,27/2/2007,16:37:00,0.308,0.13,245.82,1.4,0,1,0.0
83078,27/2/2007,16:38:00,0.306,0.126,244.98,1.4,0,1,0.0
83079,27/2/2007,16:39:00,0.304,0.13,245.72,1.4,0,1,0.0
83080,27/2/2007,16:40:00,0.298,0.13,245.62,1.2,0,2,0.0
83081,27/2/2007,16:41:00,0.296,0.126,245.07,1.2,0,1,0.0
83082,27/2/2007,16:42:00,0.294,0.12,243.49,1.2,0,1,0.0
83083,27/2/2007,16:43:00,0.294,0.124,244.45,1.2,0,1,0.0
83084,27/2/2007,16:44:00,0.242,0,244.16,1,0,1,0.0
83085,27/2/2007,16:45:00,0.222,0,244.44,1,0,0,0.0
83086,27/2/2007,16:46:00,0.222,0,244.65,1,0,0,0.0
83087,27/2/2007,16:47:00,0.222,0,244.63,1,0,0,0.0
83088,27/2/2007,16:48:00,0.224,0,244.17,1,0,0,0.0
83089,27/2/2007,16:49:00,0.228,0,244.39,1,0,0,0.0
83090,27/2/2007,16:50:00,0.23,0,245.53,1,0,0,0.0
83091,27/2/2007,16:51:00,0.23,0,245.18,1,0,0,0.0
83092,27/2/2007,16:52:00,0.23,0,245.11,1,0,0,0.0
83093,27/2/2007,16:53:00,0.23,0,245.3,1,0,0,0.0
83094,27/2/2007,16:54:00,0.23,0,245.25,1,0,0,0.0
83095,27/2/2007,16:55:00,0.328,0.116,244.54,1.4,0,0,0.0
83096,27/2/2007,16:56:00,0.334,0.14,245,1.4,0,0,0.0
83097,27/2/2007,16:57:00,0.33,0.14,245.06,1.4,0,0,0.0
83098,27/2/2007,16:58:00,0.402,0.222,244.79,2,0,0,0.0
83099,27/2/2007,16:59:00,0.4,0.242,244.16,1.8,0,0,0.0
83100,27/2/2007,17:00:00,0.4,0.244,244.28,1.8,0,0,0.0
83101,27/2/2007,17:01:00,0.398,0.248,244.77,1.8,0,0,0.0
83102,27/2/2007,17:02:00,0.396,0.242,244,1.8,0,0,0.0
83103,27/2/2007,17:03:00,0.398,0.246,244.51,1.8,0,0,0.0
83104,27/2/2007,17:04:00,0.402,0.25,245.03,1.8,0,0,0.0
83105,27/2/2007,17:05:00,0.398,0.248,244.68,1.8,0,0,0.0
83106,27/2/2007,17:06:00,0.386,0.232,244,1.8,0,0,0.0
83107,27/2/2007,17:07:00,0.324,0.142,245.13,1.4,0,0,0.0
83108,27/2/2007,17:08:00,0.318,0.144,245.41,1.4,0,0,0.0
83109,27/2/2007,17:09:00,0.296,0.11,244.21,1.2,0,0,0.0
83110,27/2/2007,17:10:00,0.222,0,244.8,1,0,0,0.0
83111,27/2/2007,17:11:00,0.224,0,246.16,1,0,0,0.0
83112,27/2/2007,17:12:00,0.224,0,246.07,1,0,0,0.0
83113,27/2/2007,17:13:00,0.22,0,244.18,0.8,0,0,0.0
83114,27/2/2007,17:14:00,0.222,0,245.4,1,0,0,0.0
83115,27/2/2007,17:15:00,0.222,0,245.03,1,0,0,0.0
83116,27/2/2007,17:16:00,0.22,0,243.66,0.8,0,0,0.0
83117,27/2/2007,17:17:00,0.22,0,244.16,0.8,0,0,0.0
83118,27/2/2007,17:18:00,0.222,0,244.43,0.8,0,0,0.0
83119,27/2/2007,17:19:00,0.22,0,244.26,0.8,0,0,0.0
83120,27/2/2007,17:20:00,0.22,0,243.51,0.8,0,0,0.0
83121,27/2/2007,17:21:00,0.22,0,244.02,0.8,0,0,0.0
83122,27/2/2007,17:22:00,0.218,0,243.25,0.8,0,0,0.0
83123,27/2/2007,17:23:00,0.216,0,242.02,0.8,0,0,0.0
83124,27/2/2007,17:24:00,0.218,0,242.63,0.8,0,0,0.0
83125,27/2/2007,17:25:00,0.218,0,243.22,0.8,0,0,0.0
83126,27/2/2007,17:26:00,0.22,0,243.64,0.8,0,0,0.0
83127,27/2/2007,17:27:00,0.22,0,243.72,0.8,0,0,0.0
83128,27/2/2007,17:28:00,0.222,0,245.11,1,0,0,0.0
83129,27/2/2007,17:29:00,0.224,0,245.73,1,0,0,0.0
83130,27/2/2007,17:30:00,0.222,0,245.33,1,0,0,0.0
83131,27/2/2007,17:31:00,0.222,0,245.4,1,0,0,0.0
83132,27/2/2007,17:32:00,0.222,0,245.34,1,0,0,0.0
83133,27/2/2007,17:33:00,0.224,0,245.52,1,0,0,0.0
83134,27/2/2007,17:34:00,0.222,0,245.16,1,0,0,0.0
83135,27/2/2007,17:35:00,0.222,0,245.07,1,0,0,0.0
83136,27/2/2007,17:36:00,0.222,0,244.87,1,0,0,0.0
83137,27/2/2007,17:37:00,0.222,0,244.54,1,0,0,0.0
83138,27/2/2007,17:38:00,0.222,0,245.03,1,0,0,0.0
83139,27/2/2007,17:39:00,0.222,0,244.93,1,0,0,0.0
83140,27/2/2007,17:40:00,0.222,0,244.59,1,0,0,0.0
83141,27/2/2007,17:41:00,0.306,0.092,245.24,1.4,0,0,0.0
83142,27/2/2007,17:42:00,0.334,0.142,245.15,1.4,0,0,0.0
83143,27/2/2007,17:43:00,0.33,0.14,244.71,1.4,0,0,0.0
83144,27/2/2007,17:44:00,0.328,0.142,244.96,1.4,0,0,0.0
83145,27/2/2007,17:45:00,0.328,0.144,245.38,1.4,0,0,0.0
83146,27/2/2007,17:46:00,0.326,0.14,244.5,1.4,0,0,0.0
83147,27/2/2007,17:47:00,0.322,0.134,243.53,1.4,0,0,0.0
83148,27/2/2007,17:48:00,0.404,0.232,244.16,2,0,0,0.0
83149,27/2/2007,17:49:00,0.396,0.244,243.94,1.8,0,0,0.0
83150,27/2/2007,17:50:00,0.396,0.248,244.62,1.8,0,0,0.0
83151,27/2/2007,17:51:00,0.398,0.252,245.24,1.8,0,0,0.0
83152,27/2/2007,17:52:00,0.396,0.252,245.18,1.8,0,0,0.0
83153,27/2/2007,17:53:00,0.394,0.252,245.33,1.8,0,0,0.0
83154,27/2/2007,17:54:00,0.388,0.24,243.09,1.8,0,0,0.0
83155,27/2/2007,17:55:00,0.388,0.246,244.19,1.8,0,0,0.0
83156,27/2/2007,17:56:00,0.294,0.11,244.23,1.2,0,0,0.0
83157,27/2/2007,17:57:00,0.222,0,244.83,1,0,0,0.0
83158,27/2/2007,17:58:00,0.224,0,245.67,1,0,0,0.0
83159,27/2/2007,17:59:00,0.224,0,246.01,1,0,0,0.0
83160,27/2/2007,18:00:00,0.224,0,246.07,1,0,0,0.0
83161,27/2/2007,18:01:00,0.224,0,246.04,1,0,0,0.0
83162,27/2/2007,18:02:00,0.224,0,245.84,1,0,0,0.0
83163,27/2/2007,18:03:00,0.224,0,245.21,1,0,0,0.0
83164,27/2/2007,18:04:00,0.222,0,244.47,1,0,0,0.0
83165,27/2/2007,18:05:00,0.222,0,244.27,1,0,0,0.0
83166,27/2/2007,18:06:00,0.222,0,244.27,1,0,0,0.0
83167,27/2/2007,18:07:00,0.222,0,244.7,1,0,0,0.0
83168,27/2/2007,18:08:00,0.224,0,245.07,1,0,0,0.0
83169,27/2/2007,18:09:00,0.222,0,244.91,1,0,0,0.0
83170,27/2/2007,18:10:00,0.22,0,244.01,0.8,0,0,0.0
83171,27/2/2007,18:11:00,0.222,0,244.08,1,0,0,0.0
83172,27/2/2007,18:12:00,0.224,0,244.97,1,0,0,0.0
83173,27/2/2007,18:13:00,0.222,0,244.73,1,0,0,0.0
83174,27/2/2007,18:14:00,0.22,0,243.66,0.8,0,0,0.0
83175,27/2/2007,18:15:00,0.222,0,244.36,1,0,0,0.0
83176,27/2/2007,18:16:00,0.222,0,244.4,1,0,0,0.0
83177,27/2/2007,18:17:00,0.222,0,244.72,1,0,0,0.0
83178,27/2/2007,18:18:00,0.22,0,243.59,0.8,0,0,0.0
83179,27/2/2007,18:19:00,0.22,0,243.12,0.8,0,0,0.0
83180,27/2/2007,18:20:00,0.22,0,243.14,0.8,0,0,0.0
83181,27/2/2007,18:21:00,0.22,0,243.07,0.8,0,0,0.0
83182,27/2/2007,18:22:00,0.222,0,244.71,1,0,0,0.0
83183,27/2/2007,18:23:00,0.224,0,244.9,1,0,0,0.0
83184,27/2/2007,18:24:00,0.222,0,243.89,1,0,0,0.0
83185,27/2/2007,18:25:00,0.222,0,243.77,0.8,0,0,0.0
83186,27/2/2007,18:26:00,0.22,0,243.05,0.8,0,0,0.0
83187,27/2/2007,18:27:00,0.336,0.12,241.61,1.6,0,0,0.0
83188,27/2/2007,18:28:00,0.328,0.128,241.71,1.4,0,0,0.0
83189,27/2/2007,18:29:00,0.324,0.128,241.85,1.4,0,0,0.0
83190,27/2/2007,18:30:00,0.324,0.128,241.96,1.4,0,0,0.0
83191,27/2/2007,18:31:00,0.32,0.122,240.43,1.4,0,0,0.0
83192,27/2/2007,18:32:00,0.32,0.126,241.31,1.4,0,0,0.0
83193,27/2/2007,18:33:00,0.318,0.126,241.64,1.4,0,0,0.0
83194,27/2/2007,18:34:00,0.316,0.124,241.16,1.4,0,0,0.0
83195,27/2/2007,18:35:00,0.314,0.124,240.91,1.4,0,0,0.0
83196,27/2/2007,18:36:00,0.314,0.124,240.9,1.4,0,0,0.0
83197,27/2/2007,18:37:00,0.332,0.128,240.15,1.6,0,0,0.0
83198,27/2/2007,18:38:00,0.384,0.218,238.97,1.8,0,0,0.0
83199,27/2/2007,18:39:00,0.384,0.22,239.43,1.8,0,0,0.0
83200,27/2/2007,18:40:00,0.384,0.224,240.13,1.8,0,0,0.0
83201,27/2/2007,18:41:00,0.346,0.174,240.89,1.6,0,0,0.0
83202,27/2/2007,18:42:00,0.292,0.096,241.41,1.2,0,0,0.0
83203,27/2/2007,18:43:00,0.292,0.098,241.92,1.2,0,0,0.0
83204,27/2/2007,18:44:00,0.288,0.094,240.52,1.2,0,0,0.0
83205,27/2/2007,18:45:00,0.286,0.092,240.41,1.2,0,0,0.0
83206,27/2/2007,18:46:00,0.256,0.05,239.79,1,0,0,0.0
83207,27/2/2007,18:47:00,0.214,0,239.14,0.8,0,0,0.0
83208,27/2/2007,18:48:00,0.214,0,239.1,0.8,0,0,0.0
83209,27/2/2007,18:49:00,0.214,0,239.02,0.8,0,0,0.0
83210,27/2/2007,18:50:00,0.296,0.086,240.16,1.4,0,0,0.0
83211,27/2/2007,18:51:00,0.3,0.108,239.83,1.2,0,1,0.0
83212,27/2/2007,18:52:00,0.296,0.108,239.83,1.2,0,1,0.0
83213,27/2/2007,18:53:00,0.298,0.11,240.37,1.2,0,2,0.0
83214,27/2/2007,18:54:00,0.298,0.108,240.06,1.2,0,1,0.0
83215,27/2/2007,18:55:00,0.298,0.106,239.54,1.2,0,2,0.0
83216,27/2/2007,18:56:00,0.298,0.108,239.76,1.2,0,1,0.0
83217,27/2/2007,18:57:00,0.3,0.11,240.25,1.2,0,1,0.0
83218,27/2/2007,18:58:00,0.298,0.108,239.72,1.2,0,2,0.0
83219,27/2/2007,18:59:00,0.298,0.106,239.67,1.2,0,1,0.0
83220,27/2/2007,19:00:00,0.298,0.11,240.22,1.2,0,2,0.0
83221,27/2/2007,19:01:00,0.298,0.108,239.65,1.2,0,1,0.0
83222,27/2/2007,19:02:00,0.296,0.104,238.87,1.2,0,1,0.0
83223,27/2/2007,19:03:00,0.296,0.108,239.97,1.2,0,2,0.0
83224,27/2/2007,19:04:00,0.296,0.11,240.55,1.2,0,1,0.0
83225,27/2/2007,19:05:00,0.296,0.11,240.62,1.2,0,1,0.0
83226,27/2/2007,19:06:00,0.296,0.112,241.28,1.2,0,2,0.0
83227,27/2/2007,19:07:00,0.294,0.11,240.76,1.2,0,1,0.0
83228,27/2/2007,19:08:00,0.292,0.108,240.42,1.2,0,1,0.0
83229,27/2/2007,19:09:00,0.292,0.108,240.18,1.2,0,1,0.0
83230,27/2/2007,19:10:00,0.292,0.11,240.59,1.2,0,2,0.0
83231,27/2/2007,19:11:00,0.292,0.11,240.9,1.2,0,1,0.0
83232,27/2/2007,19:12:00,0.332,0.146,240.88,1.6,0,1,0.0
83233,27/2/2007,19:13:00,0.402,0.25,241.64,1.8,0,1,0.0
83234,27/2/2007,19:14:00,0.4,0.25,241.6,1.8,0,2,0.0
83235,27/2/2007,19:15:00,0.394,0.246,240.94,1.8,0,1,0.0
83236,27/2/2007,19:16:00,0.382,0.228,241.14,1.8,0,1,0.0
83237,27/2/2007,19:17:00,0.32,0.126,241.43,1.4,0,0,0.0
83238,27/2/2007,19:18:00,0.32,0.126,241.31,1.4,0,0,0.0
83239,27/2/2007,19:19:00,0.318,0.124,241.07,1.4,0,0,0.0
83240,27/2/2007,19:20:00,0.316,0.126,241.52,1.4,0,0,0.0
83241,27/2/2007,19:21:00,0.316,0.128,241.76,1.4,0,0,0.0
83242,27/2/2007,19:22:00,0.316,0.13,242.3,1.4,0,0,0.0
83243,27/2/2007,19:23:00,0.316,0.13,242.18,1.4,0,0,0.0
83244,27/2/2007,19:24:00,0.314,0.126,241.57,1.4,0,0,0.0
83245,27/2/2007,19:25:00,0.31,0.122,240.35,1.4,0,0,0.0
83246,27/2/2007,19:26:00,0.312,0.128,241.78,1.4,0,0,0.0
83247,27/2/2007,19:27:00,0.248,0,242.76,1.2,0,0,0.0
83248,27/2/2007,19:28:00,0.296,0.1,242.24,1.2,0,0,0.0
83249,27/2/2007,19:29:00,0.296,0.102,242.95,1.2,0,0,0.0
83250,27/2/2007,19:30:00,0.294,0.1,242.53,1.2,0,0,0.0
83251,27/2/2007,19:31:00,0.294,0.1,242.41,1.2,0,0,0.0
83252,27/2/2007,19:32:00,0.292,0.098,242.1,1.2,0,0,0.0
83253,27/2/2007,19:33:00,0.294,0.1,242.8,1.2,0,0,0.0
83254,27/2/2007,19:34:00,0.292,0.1,242.98,1.2,0,0,0.0
83255,27/2/2007,19:35:00,0.29,0.098,242,1.2,0,0,0.0
83256,27/2/2007,19:36:00,0.248,0,243.01,1,0,0,0.0
83257,27/2/2007,19:37:00,0.22,0,242.64,0.8,0,0,0.0
83258,27/2/2007,19:38:00,0.218,0,241.55,0.8,0,0,0.0
83259,27/2/2007,19:39:00,0.218,0,242.11,0.8,0,0,0.0
83260,27/2/2007,19:40:00,0.218,0,242.11,0.8,0,0,0.0
83261,27/2/2007,19:41:00,0.22,0,242.44,0.8,0,0,0.0
83262,27/2/2007,19:42:00,0.22,0,242.54,0.8,0,0,0.0
83263,27/2/2007,19:43:00,0.22,0,242.5,0.8,0,0,0.0
83264,27/2/2007,19:44:00,0.218,0,242.15,0.8,0,0,0.0
83265,27/2/2007,19:45:00,0.216,0,241.27,0.8,0,0,0.0
83266,27/2/2007,19:46:00,0.216,0,240.61,0.8,0,0,0.0
83267,27/2/2007,19:47:00,0.216,0,240.67,0.8,0,0,0.0
83268,27/2/2007,19:48:00,0.216,0,240.61,0.8,0,0,0.0
83269,27/2/2007,19:49:00,0.216,0,240.56,0.8,0,0,0.0
83270,27/2/2007,19:50:00,0.218,0,241.19,0.8,0,0,0.0
83271,27/2/2007,19:51:00,0.218,0,242.33,0.8,0,0,0.0
83272,27/2/2007,19:52:00,0.218,0,242.04,0.8,0,0,0.0
83273,27/2/2007,19:53:00,0.218,0,242.28,0.8,0,0,0.0
83274,27/2/2007,19:54:00,0.218,0,241.48,0.8,0,0,0.0
83275,27/2/2007,19:55:00,0.216,0,240.65,0.8,0,0,0.0
83276,27/2/2007,19:56:00,0.22,0,242.41,0.8,0,0,0.0
83277,27/2/2007,19:57:00,0.222,0,244.06,1,0,0,0.0
83278,27/2/2007,19:58:00,1.178,0.124,242.19,5.2,0,0,12.0
83279,27/2/2007,19:59:00,1.434,0.114,240.73,5.8,0,0,18.0
83280,27/2/2007,20:00:00,1.426,0.118,241.56,5.8,0,0,19.0
83281,27/2/2007,20:01:00,1.424,0.122,242.52,5.8,0,0,18.0
83282,27/2/2007,20:02:00,1.412,0.12,242.14,5.8,0,0,18.0
83283,27/2/2007,20:03:00,1.418,0.124,243.05,5.8,0,0,18.0
83284,27/2/2007,20:04:00,1.41,0.122,242.7,5.8,0,0,18.0
83285,27/2/2007,20:05:00,1.396,0.118,241.51,5.8,0,0,18.0
83286,27/2/2007,20:06:00,1.38,0.112,240.29,5.6,0,0,18.0
83287,27/2/2007,20:07:00,1.378,0.11,240.1,5.6,0,0,18.0
83288,27/2/2007,20:08:00,1.376,0.11,240.01,5.6,0,0,17.0
83289,27/2/2007,20:09:00,1.374,0.11,239.96,5.6,0,0,18.0
83290,27/2/2007,20:10:00,1.378,0.112,240.49,5.6,0,0,18.0
83291,27/2/2007,20:11:00,1.372,0.11,239.96,5.6,0,0,17.0
83292,27/2/2007,20:12:00,1.312,0,240.37,5.4,0,0,18.0
83293,27/2/2007,20:13:00,1.292,0,241.2,5.2,0,0,18.0
83294,27/2/2007,20:14:00,1.298,0,241.94,5.2,0,0,18.0
83295,27/2/2007,20:15:00,1.288,0,240.95,5.2,0,0,18.0
83296,27/2/2007,20:16:00,1.294,0,241.49,5.2,0,0,18.0
83297,27/2/2007,20:17:00,1.296,0,241.64,5.2,0,0,18.0
83298,27/2/2007,20:18:00,1.376,0.072,241.48,5.6,0,0,17.0
83299,27/2/2007,20:19:00,1.376,0.088,242.3,5.6,0,0,18.0
83300,27/2/2007,20:20:00,1.374,0.086,242.02,5.6,0,0,18.0
83301,27/2/2007,20:21:00,1.372,0.086,241.91,5.6,0,0,18.0
83302,27/2/2007,20:22:00,1.374,0.088,242.11,5.6,0,0,18.0
83303,27/2/2007,20:23:00,1.39,0.092,243.71,5.6,0,0,18.0
83304,27/2/2007,20:24:00,1.39,0.092,243.69,5.6,0,0,19.0
83305,27/2/2007,20:25:00,1.384,0.09,243.32,5.6,0,0,18.0
83306,27/2/2007,20:26:00,1.36,0.054,243.37,5.6,0,0,18.0
83307,27/2/2007,20:27:00,1.314,0,243.37,5.4,0,0,18.0
83308,27/2/2007,20:28:00,1.306,0,242.59,5.4,0,0,18.0
83309,27/2/2007,20:29:00,1.296,0,241.67,5.2,0,0,18.0
83310,27/2/2007,20:30:00,1.308,0,242.85,5.4,0,0,18.0
83311,27/2/2007,20:31:00,1.306,0,242.58,5.4,0,0,18.0
83312,27/2/2007,20:32:00,1.296,0,241.61,5.2,0,0,18.0
83313,27/2/2007,20:33:00,1.3,0,242,5.2,0,0,18.0
83314,27/2/2007,20:34:00,1.298,0,241.92,5.2,0,0,18.0
83315,27/2/2007,20:35:00,1.292,0,241.4,5.2,0,0,18.0
83316,27/2/2007,20:36:00,1.292,0,241.23,5.2,0,0,18.0
83317,27/2/2007,20:37:00,1.306,0,242.55,5.4,0,0,18.0
83318,27/2/2007,20:38:00,1.29,0,241.11,5.2,0,0,18.0
83319,27/2/2007,20:39:00,1.294,0,241.44,5.2,0,0,17.0
83320,27/2/2007,20:40:00,1.302,0,242.16,5.2,0,0,18.0
83321,27/2/2007,20:41:00,1.298,0,241.98,5.2,0,0,18.0
83322,27/2/2007,20:42:00,1.3,0,242.17,5.2,0,0,18.0
83323,27/2/2007,20:43:00,1.366,0.052,241.71,5.6,0,0,18.0
83324,27/2/2007,20:44:00,1.41,0.118,242.13,5.8,0,0,18.0
83325,27/2/2007,20:45:00,1.406,0.118,242.08,5.8,0,0,18.0
83326,27/2/2007,20:46:00,1.412,0.12,242.82,5.8,0,0,18.0
83327,27/2/2007,20:47:00,1.414,0.122,243.13,5.8,0,0,18.0
83328,27/2/2007,20:48:00,1.41,0.12,242.62,5.8,0,0,18.0
83329,27/2/2007,20:49:00,1.418,0.122,243.09,5.8,0,0,18.0
83330,27/2/2007,20:50:00,1.42,0.124,243.35,5.8,0,0,19.0
83331,27/2/2007,20:51:00,1.392,0.114,240.92,5.8,0,0,17.0
83332,27/2/2007,20:52:00,0.588,0.12,240.87,3,0,0,6.0
83333,27/2/2007,20:53:00,0.316,0.13,242.36,1.4,0,0,0.0
83334,27/2/2007,20:54:00,0.316,0.13,242.55,1.4,0,0,0.0
83335,27/2/2007,20:55:00,0.314,0.13,242.53,1.4,0,0,0.0
83336,27/2/2007,20:56:00,0.316,0.132,243.32,1.4,0,0,0.0
83337,27/2/2007,20:57:00,0.298,0.108,243.68,1.2,0,0,0.0
83338,27/2/2007,20:58:00,0.22,0,242.54,0.8,0,0,0.0
83339,27/2/2007,20:59:00,0.22,0,242.77,0.8,0,0,0.0
83340,27/2/2007,21:00:00,0.22,0,243.03,0.8,0,0,0.0
83341,27/2/2007,21:01:00,0.218,0,242.44,0.8,0,0,0.0
83342,27/2/2007,21:02:00,0.218,0,242.01,0.8,0,0,0.0
83343,27/2/2007,21:03:00,0.224,0,242.98,1,0,0,0.0
